id,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces
12032,City Hotel,10,2016,December,49,2,3,7,1,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.59,0
12033,Resort Hotel,165,2016,September,39,23,2,3,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,116.0,1
12034,City Hotel,156,2017,April,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,100.0,0
12035,City Hotel,129,2017,January,2,8,2,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,,,0,Transient,67.0,0
12036,City Hotel,11,2016,August,34,19,0,1,0,2.0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,127.6,0
12037,City Hotel,75,2016,June,23,4,1,1,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,89.28,0
12038,City Hotel,396,2017,June,26,25,2,0,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,122.4,0
12039,Resort Hotel,67,2017,August,31,1,0,4,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,188.6,0
12040,City Hotel,1,2016,June,24,11,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,152.0,0
12041,Resort Hotel,0,2016,January,3,13,0,1,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,38.0,0
12042,Resort Hotel,108,2016,July,31,28,1,3,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,307.0,,0,Transient-Party,144.0,0
12043,City Hotel,266,2016,December,50,4,2,1,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,83.0,,0,Transient,69.36,0
12044,Resort Hotel,0,2016,January,3,12,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,A,0,No Deposit,,,0,Transient,43.0,1
12045,City Hotel,137,2017,June,24,12,1,2,2,1.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,22.0,,0,Transient,98.1,0
12046,City Hotel,37,2016,December,53,27,0,4,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.8,0
12047,City Hotel,587,2017,February,7,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0
12048,City Hotel,0,2015,November,48,23,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,1,0,0,A,K,0,No Deposit,8.0,,0,Transient,0.0,0
12049,Resort Hotel,0,2016,March,10,2,0,1,1,0.0,0,BB,,Online TA,TA/TO,0,0,1,A,A,0,No Deposit,240.0,,0,Transient,43.0,0
12050,Resort Hotel,189,2017,August,31,3,2,8,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,314.0,,0,Transient-Party,167.28,0
12051,City Hotel,89,2016,December,50,10,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,104.0,0
12052,Resort Hotel,70,2016,April,17,20,1,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,73.0,0
12053,City Hotel,3,2016,May,22,27,0,2,1,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,176.0,0
12054,City Hotel,36,2015,August,32,7,0,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0
12055,City Hotel,35,2016,March,12,16,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,95.4,0
12056,Resort Hotel,49,2017,January,3,19,2,4,2,0.0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,51.9,0
12057,Resort Hotel,0,2015,November,48,25,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,40.0,0
12058,Resort Hotel,16,2017,January,4,27,1,2,1,0.0,0,BB,ITA,Groups,Corporate,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,35.0,0
12059,City Hotel,68,2016,April,18,24,2,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,108.38,0
12060,Resort Hotel,18,2016,October,43,17,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,81.0,1
12061,City Hotel,141,2017,June,26,27,2,5,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,130.0,0
12062,City Hotel,104,2016,June,24,9,0,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0
12063,Resort Hotel,16,2017,June,22,3,0,1,1,0.0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,128.0,0
12064,City Hotel,127,2016,May,19,6,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0
12065,City Hotel,111,2017,August,32,6,2,5,3,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,195.0,0
12066,Resort Hotel,70,2015,September,38,19,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,121.5,1
12067,Resort Hotel,88,2017,April,16,18,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,96.0,,0,Transient,72.0,0
12068,City Hotel,129,2016,August,32,6,2,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,103.5,0
12069,City Hotel,86,2016,January,4,22,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,35,Transient,85.0,0
12070,City Hotel,518,2017,August,34,26,2,1,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0
12071,Resort Hotel,170,2016,June,26,24,2,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,156.0,,0,Transient-Party,91.8,0
12072,City Hotel,105,2017,May,20,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0
12073,Resort Hotel,313,2017,June,26,26,1,4,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Refundable,40.0,,0,Contract,84.7,0
12074,Resort Hotel,0,2017,March,12,23,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,70.0,0
12075,City Hotel,156,2017,April,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,0,Transient,100.0,0
12076,City Hotel,8,2017,August,34,26,2,1,2,3.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,7.0,,0,Transient,253.51,0
12077,City Hotel,193,2017,July,28,15,2,3,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0
12078,Resort Hotel,0,2016,June,23,1,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,77.0,1
12079,City Hotel,3,2015,September,36,5,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0
12080,City Hotel,68,2016,September,37,7,0,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.3,0
12081,City Hotel,116,2017,April,17,29,1,1,3,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,189.0,0
12082,City Hotel,0,2015,December,52,24,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.0,0
12083,City Hotel,192,2016,May,20,12,0,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,39.0,,42,Transient,135.0,0
12084,City Hotel,113,2017,August,33,13,2,2,2,0.0,0,SC,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0
12085,Resort Hotel,134,2017,July,29,22,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,230.0,0
12086,City Hotel,19,2016,April,18,30,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,156.0,0
12087,City Hotel,303,2016,August,34,19,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,78.0,0
12088,City Hotel,58,2016,September,37,8,0,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.1,0
12089,City Hotel,304,2016,November,45,3,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,89.0,0
12090,City Hotel,12,2015,September,38,14,1,2,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Contract,124.0,0
12091,City Hotel,35,2016,March,11,9,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,71.1,0
12092,Resort Hotel,19,2017,August,33,13,2,0,2,1.0,0,BB,PRT,Direct,TA/TO,1,0,1,A,I,0,No Deposit,250.0,,0,Transient,248.0,1
12093,City Hotel,134,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30.0,,0,Transient-Party,75.0,0
12094,Resort Hotel,61,2017,August,33,16,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Group,188.6,0
12095,City Hotel,335,2015,September,38,17,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,5.0,,0,Transient,55.0,0
12096,City Hotel,26,2016,April,16,11,1,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,144.5,0
12097,City Hotel,90,2016,March,11,7,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,73.95,0
12098,City Hotel,266,2016,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,32,Transient,105.0,0
12099,City Hotel,63,2017,July,30,24,1,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,122.0,0
12100,City Hotel,230,2016,September,38,12,1,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,B,B,0,No Deposit,14.0,,0,Transient,109.65,0
12101,City Hotel,65,2015,September,36,5,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0
12102,City Hotel,34,2016,May,22,22,2,1,1,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,98.1,0
12103,City Hotel,159,2016,August,33,7,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.3,0
12104,City Hotel,221,2015,October,40,3,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,86.0,0
12105,Resort Hotel,0,2017,March,10,9,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,70.0,0
12106,City Hotel,83,2016,May,19,1,2,3,2,0.0,0,BB,CHL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.6,0
12107,Resort Hotel,117,2016,May,19,2,1,4,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,242.0,,0,Transient,52.2,0
12108,City Hotel,53,2016,May,19,6,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,159.3,0
12109,City Hotel,256,2016,June,25,15,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,90.0,0
12110,Resort Hotel,240,2016,September,39,18,4,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,53.85,0
12111,City Hotel,21,2016,February,9,27,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,112.67,0
12112,City Hotel,135,2017,April,17,23,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,90.0,0
12113,Resort Hotel,152,2016,June,26,20,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,315.0,,0,Transient,62.9,0
12114,City Hotel,3,2016,June,23,3,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,94.0,0
12115,Resort Hotel,73,2016,November,49,27,2,0,2,0.0,0,HB,RUS,Direct,Direct,0,0,0,F,F,3,No Deposit,250.0,,0,Transient,105.5,1
12116,City Hotel,113,2017,August,32,12,2,3,2,2.0,0,HB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,240.0,1
12117,City Hotel,41,2017,April,14,3,1,4,1,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,127.4,0
12118,Resort Hotel,86,2016,April,17,20,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient-Party,59.0,0
12119,City Hotel,45,2017,February,7,12,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,73.46,0
12120,Resort Hotel,74,2016,April,15,9,2,5,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,91.0,,0,Transient-Party,37.43,0
12121,City Hotel,0,2016,September,38,16,1,2,1,0.0,0,BB,GRC,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,174.33,0
12122,City Hotel,244,2016,October,45,30,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.85,0
12123,City Hotel,48,2017,February,8,22,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,65.0,0
12124,Resort Hotel,21,2017,February,7,18,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,47.25,1
12125,City Hotel,7,2016,July,28,6,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,25,E,E,0,Non Refund,,51.0,0,Transient-Party,106.0,0
12126,Resort Hotel,112,2015,December,53,30,0,3,2,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,224.67,0
12127,City Hotel,82,2016,May,21,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,80.75,0
12128,Resort Hotel,110,2017,July,28,11,0,5,2,1.0,0,BB,ISR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,200.0,0
12129,City Hotel,121,2016,June,26,24,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,Non Refund,3.0,,0,Transient,90.0,0
12130,Resort Hotel,36,2015,November,46,10,0,5,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,2,No Deposit,250.0,,0,Transient,73.2,1
12131,Resort Hotel,119,2015,July,31,29,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,108.54,0
12132,City Hotel,3,2016,September,39,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,308.0,0,Transient,166.25,0
12133,Resort Hotel,3,2016,December,51,17,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,39.0,0
12134,Resort Hotel,0,2017,July,28,11,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,115.0,0
12135,City Hotel,5,2016,July,28,3,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,142.33,0
12136,City Hotel,9,2016,February,6,6,2,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.0,0
12137,City Hotel,587,2017,February,7,16,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,59.0,0
12138,Resort Hotel,4,2017,February,7,13,1,1,1,0.0,0,BB,,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,135.0,0,Transient,38.5,1
12139,Resort Hotel,277,2016,July,29,12,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,92.57,0
12140,Resort Hotel,223,2016,May,22,24,1,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,,223.0,0,Transient-Party,66.0,0
12141,City Hotel,110,2017,June,22,2,1,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0
12142,City Hotel,8,2015,September,39,23,2,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,187.43,0
12143,Resort Hotel,140,2016,February,7,12,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,50.0,0
12144,Resort Hotel,345,2017,July,29,21,2,6,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,138.38,0
12145,City Hotel,282,2015,October,41,10,2,1,2,0.0,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,76.67,0
12146,Resort Hotel,22,2017,February,7,12,1,0,2,2.0,0,BB,USA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,73.06,0
12147,City Hotel,93,2016,June,23,3,0,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient-Party,159.3,0
12148,City Hotel,1,2016,September,38,14,0,0,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,A,0,No Deposit,94.0,,0,Transient,0.0,0
12149,City Hotel,273,2016,May,20,13,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,95.0,0
12150,Resort Hotel,15,2017,February,7,17,1,2,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient-Party,85.0,0
12151,City Hotel,18,2017,August,34,23,0,4,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.75,0
12152,City Hotel,34,2015,December,50,8,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,0,Transient,90.0,0
12153,City Hotel,14,2017,May,18,1,1,1,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.0,0
12154,City Hotel,3,2016,June,27,28,0,2,1,0.0,0,BB,PER,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,130.0,0
12155,City Hotel,50,2016,December,50,9,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,87.0,0
12156,City Hotel,0,2016,April,18,27,0,1,1,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,121.0,0
12157,City Hotel,36,2017,February,6,9,0,2,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,2,No Deposit,14.0,,0,Transient,90.0,0
12158,City Hotel,178,2016,August,36,31,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,103.69,0
12159,City Hotel,16,2016,June,27,27,1,0,2,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,134.8,0
12160,City Hotel,255,2017,August,31,5,2,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0
12161,City Hotel,98,2015,November,48,23,1,5,2,0.0,0,BB,LBN,Groups,TA/TO,0,0,0,A,D,4,No Deposit,37.0,,0,Transient-Party,75.0,0
12162,City Hotel,10,2017,February,9,27,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,354.0,,0,Transient,89.33,0
12163,City Hotel,293,2017,July,27,8,2,4,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,107.1,0
12164,City Hotel,55,2015,August,35,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0
12165,Resort Hotel,0,2016,August,34,19,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,217.67,0
12166,City Hotel,8,2016,September,39,21,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,304.0,0,Transient-Party,169.38,0
12167,City Hotel,135,2016,July,30,23,2,2,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.45,0
12168,City Hotel,112,2017,April,15,12,0,3,1,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.0,0
12169,City Hotel,39,2016,March,13,25,2,2,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.1,0
12170,City Hotel,66,2016,June,27,29,0,3,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.3,0
12171,City Hotel,151,2016,July,31,29,2,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,133.45,0
12172,City Hotel,198,2016,September,37,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,90.0,0
12173,City Hotel,35,2016,November,48,26,2,4,2,1.0,0,BB,SVN,Corporate,Direct,0,0,0,B,G,1,No Deposit,,,0,Transient,71.25,0
12174,City Hotel,48,2016,November,45,4,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0
12175,City Hotel,479,2017,August,32,9,0,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0
12176,Resort Hotel,187,2016,August,33,8,1,1,2,0.0,0,BB,CN,Direct,TA/TO,0,0,0,A,D,0,No Deposit,,,0,Transient,140.0,0
12177,Resort Hotel,175,2017,May,21,27,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,100.0,0
12178,Resort Hotel,197,2016,April,18,30,1,1,1,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,1,No Deposit,298.0,,0,Transient-Party,54.5,0
12179,Resort Hotel,107,2017,March,13,30,2,5,2,0.0,1,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,70.99,0
12180,Resort Hotel,14,2017,January,1,6,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,66.4,0
12181,City Hotel,25,2016,August,32,2,0,3,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,139.0,0
12182,City Hotel,40,2015,November,45,4,0,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,100.8,0
12183,City Hotel,37,2017,March,11,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,378.0,,0,Transient,110.0,0
12184,City Hotel,11,2015,December,50,11,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,96.0,1
12185,City Hotel,120,2017,June,25,18,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.71,0
12186,City Hotel,11,2015,October,43,23,2,2,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,88.5,0
12187,City Hotel,98,2017,April,17,28,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,117.0,0
12188,City Hotel,3,2016,May,21,16,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,,,0,Transient,132.6,0
12189,City Hotel,6,2017,June,26,29,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,494.0,0,Transient,95.0,0
12190,City Hotel,40,2015,November,45,7,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,28.0,,0,Group,60.0,0
12191,Resort Hotel,83,2016,May,21,15,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,76.43,0
12192,City Hotel,66,2015,October,41,9,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,0,Transient-Party,75.0,0
